,,,,,,,,,,,,,
,EVT-0034,2026-07-01 02:00:00,SNMP,File,Low,Disponibilidade,1,0,22,154,Network,0,0
,EVT-0035,2026-06-30 05:00:00,Hypervisor,Portal,Low,Link,0,0,1,193,NOC,0,0
,EVT-0036,2026-06-03 21:00:00,CloudWatch,ERP,Low,Latência,0,1,59,258,NOC,1,0
,EVT-0037,2026-07-08 22:00:00,Hypervisor,Banco,Low,Disco,0,0,81,189,NOC,0,0
,EVT-0038,2026-06-06 09:00:00,SNMP,Integração,Medium,Link,0,1,76,234,Cloud,1,0
,EVT-0039,2026-06-28 09:00:00,App log,ERP,Medium,CPU,0,0,72,390,NOC,0,0
,EVT-0040,2026-06-07 10:00:00,Storage,Rede Filiais,High,Memória,0,1,63,368,NOC,0,0
,EVT-0041,2026-07-05 17:00:00,SNMP,VPN,Low,Backup,0,0,42,118,App,0,0
,EVT-0042,2026-06-18 20:00:00,Hypervisor,Rede Filiais,High,Erro app,1,1,22,44,NOC,0,0
,EVT-0043,2026-06-01 12:00:00,Storage,File,High,CPU,0,0,73,350,NOC,1,0
,EVT-0044,2026-07-02 15:00:00,SNMP,Banco,Medium,Link,1,0,46,141,Infra,0,0
,EVT-0045,2026-07-22 13:00:00,Hypervisor,File,Low,CPU,1,0,37,58,NOC,0,1
,EVT-0046,2026-06-05 05:00:00,Storage,Banco,Low,Disponibilidade,1,0,48,176,Infra,0,0
,EVT-0047,2026-07-10 10:00:00,Storage,VPN,Medium,Disco,0,0,49,404,Infra,0,0
,EVT-0048,2026-06-22 16:00:00,Hypervisor,Rede Filiais,High,Erro app,1,1,60,296,App,0,0
,EVT-0049,2026-06-09 23:00:00,Hypervisor,File,Low,Disco,0,0,65,289,App,0,0
,EVT-0050,2026-06-18 18:00:00,SNMP,File,Medium,Disco,0,1,63,71,App,1,0
,EVT-0051,2026-06-17 23:00:00,CloudWatch,Integração,High,Erro app,1,0,54,190,Cloud,1,0
,EVT-0052,2026-06-17 06:00:00,Hypervisor,ERP,Medium,CPU,0,0,34,110,Cloud,0,0
,EVT-0053,2026-06-22 01:00:00,App log,ERP,Critical,Latência,0,0,72,210,Cloud,0,0
,EVT-0054,2026-06-23 12:00:00,App log,ERP,Low,CPU,0,1,47,396,App,0,0
,EVT-0055,2026-06-07 18:00:00,App log,File,High,Memória,0,0,59,290,Cloud,0,0
,EVT-0056,2026-06-16 07:00:00,Storage,Banco,Medium,Backup,0,1,43,15,Cloud,1,0
,EVT-0057,2026-06-26 07:00:00,SNMP,VPN,Medium,Latência,0,1,66,513,App,0,0
,EVT-0058,2026-07-16 11:00:00,Storage,WMS,High,Memória,0,0,65,173,Network,0,0
,EVT-0059,2026-07-08 19:00:00,Storage,VPN,Low,Latência,1,0,52,165,Network,1,1
,EVT-0060,2026-07-16 02:00:00,App log,Portal,Medium,Erro app,0,0,70,231,Infra,0,0
,EVT-0061,2026-07-04 19:00:00,Zabbix-legado,Portal,Low,Disponibilidade,1,0,65,122,NOC,0,1
,EVT-0062,2026-06-16 20:00:00,SNMP,WMS,Low,Backup,0,0,68,105,NOC,0,0
,EVT-0063,2026-06-13 18:00:00,App log,Rede Filiais,Medium,Memória,0,1,99,161,Network,0,0
,EVT-0064,2026-06-02 16:00:00,App log,Integração,High,CPU,0,0,87,336,App,0,0
,EVT-0065,2026-07-20 00:00:00,Zabbix-legado,File,Low,Memória,0,1,60,276,Network,0,0
,EVT-0066,2026-06-18 12:00:00,Hypervisor,Integração,Low,Disco,0,0,81,454,App,1,0
,EVT-0067,2026-07-30 03:00:00,SNMP,WMS,Low,Backup,1,1,16,111,NOC,0,0
,EVT-0068,2026-06-08 00:00:00,App log,VPN,Medium,Erro app,0,0,58,257,Network,0,0
,EVT-0069,2026-07-23 22:00:00,App log,VPN,Low,Disponibilidade,0,0,57,84,Cloud,0,0
,EVT-0070,2026-06-22 11:00:00,SNMP,ERP,High,Link,1,0,27,147,Cloud,0,0
,EVT-0071,2026-06-01 05:00:00,SNMP,Integração,Low,Memória,0,0,41,291,Cloud,1,0
,EVT-0072,2026-07-14 13:00:00,Zabbix-legado,Rede Filiais,Medium,Erro app,0,0,84,118,Network,0,0
,EVT-0073,2026-06-27 21:00:00,App log,Rede Filiais,High,Disco,0,0,44,161,Cloud,0,0
,EVT-0074,2026-06-11 14:00:00,Storage,Portal,Medium,Latência,0,0,18,424,NOC,0,0
,EVT-0075,2026-06-25 20:00:00,CloudWatch,VPN,Low,Link,0,0,43,351,Cloud,0,0
,EVT-0076,2026-06-16 04:00:00,App log,VPN,Medium,Disponibilidade,0,0,64,352,Cloud,0,0
,EVT-0077,2026-06-01 01:00:00,CloudWatch,Portal,High,CPU,1,1,28,359,NOC,0,0
,EVT-0078,2026-06-10 18:00:00,Zabbix-legado,VPN,Medium,Erro app,0,0,90,78,App,1,0
,EVT-0079,2026-06-19 11:00:00,Storage,File,Critical,Memória,0,0,80,246,Network,0,0
,EVT-0080,2026-07-20 21:00:00,SNMP,File,Low,Disponibilidade,1,0,18,192,Network,0,1
,EVT-0081,2026-06-01 12:00:00,CloudWatch,ERP,Low,Link,1,0,49,200,Cloud,0,0
,EVT-0082,2026-07-04 21:00:00,CloudWatch,File,Medium,Disco,0,1,26,231,Cloud,0,0
,EVT-0083,2026-07-30 18:00:00,App log,Rede Filiais,Medium,Disponibilidade,0,0,57,104,App,1,0
,EVT-0084,2026-06-19 20:00:00,Storage,File,Low,Latência,0,0,65,180,Network,1,0
,EVT-0085,2026-06-30 22:00:00,App log,VPN,Low,Disponibilidade,0,1,54,285,Cloud,0,0
,EVT-0086,2026-06-11 10:00:00,SNMP,WMS,Medium,Disponibilidade,0,0,25,167,NOC,1,0
,EVT-0087,2026-07-03 01:00:00,CloudWatch,ERP,High,Erro app,1,1,32,129,NOC,1,1
,EVT-0088,2026-07-22 08:00:00,Storage,Banco,High,Disponibilidade,0,1,81,407,Network,0,0
,EVT-0089,2026-07-02 21:00:00,Storage,VPN,Low,Backup,0,0,76,137,App,0,0
,EVT-0090,2026-06-09 13:00:00,Hypervisor,Integração,Medium,Memória,0,0,37,379,Cloud,0,0
,EVT-0091,2026-06-13 23:00:00,CloudWatch,WMS,Medium,Latência,0,1,14,10,Infra,1,0
,EVT-0092,2026-07-09 07:00:00,Hypervisor,Portal,High,Link,1,1,41,184,NOC,0,1
,EVT-0093,2026-06-03 09:00:00,Storage,ERP,Medium,Latência,0,1,28,260,Cloud,1,0
,EVT-0094,2026-06-10 18:00:00,Hypervisor,Banco,Low,CPU,0,0,47,132,Network,0,0
,EVT-0095,2026-07-28 22:00:00,Zabbix-legado,ERP,Medium,Latência,0,1,64,486,Infra,0,0
,EVT-0096,2026-06-17 18:00:00,CloudWatch,VPN,High,CPU,0,0,57,356,App,0,0
,EVT-0097,2026-07-24 10:00:00,Storage,VPN,Medium,Disco,0,1,37,404,NOC,0,0
,EVT-0098,2026-07-25 20:00:00,CloudWatch,Portal,High,Disco,0,1,33,291,Infra,1,0
,EVT-0099,2026-07-28 08:00:00,SNMP,WMS,Medium,Backup,0,1,52,276,Network,0,0
,EVT-0100,2026-07-26 23:00:00,Storage,Banco,Low,CPU,0,1,50,201,Infra,0,0
,EVT-0101,2026-07-25 03:00:00,App log,Integração,Low,Latência,0,1,112,319,Infra,1,0
,EVT-0102,2026-06-29 18:00:00,Zabbix-legado,Rede Filiais,Low,Erro app,0,1,35,99,App,0,0
,EVT-0103,2026-07-12 14:00:00,Hypervisor,Integração,Low,Link,0,0,100,81,NOC,0,0
,EVT-0104,2026-07-10 23:00:00,Storage,Portal,Medium,Memória,0,0,56,200,NOC,1,0
,EVT-0105,2026-06-17 23:00:00,Zabbix-legado,Rede Filiais,Low,Latência,0,0,69,314,App,0,0
,EVT-0106,2026-07-08 03:00:00,Storage,ERP,Medium,Erro app,1,1,31,222,App,0,0
,EVT-0107,2026-07-26 07:00:00,App log,File,Low,Backup,0,0,76,331,NOC,0,0
,EVT-0108,2026-07-22 20:00:00,SNMP,ERP,High,Disponibilidade,0,0,94,391,App,0,0
,EVT-0109,2026-07-06 08:00:00,Storage,VPN,Medium,Link,0,0,29,10,App,0,0
,EVT-0110,2026-07-15 17:00:00,Hypervisor,Rede Filiais,Low,Disponibilidade,0,0,47,245,Network,0,0
,EVT-0111,2026-06-19 05:00:00,Storage,Rede Filiais,Medium,CPU,0,0,1,171,Cloud,1,0
,EVT-0112,2026-06-07 22:00:00,App log,Portal,Low,Memória,0,1,14,142,App,0,0
,EVT-0113,2026-06-30 11:00:00,Hypervisor,Portal,Low,Memória,0,1,70,271,App,0,0
,EVT-0114,2026-06-19 16:00:00,CloudWatch,WMS,Medium,Memória,0,1,51,379,NOC,1,0
,EVT-0115,2026-06-12 20:00:00,Storage,File,Low,Latência,0,1,55,321,Network,0,0
,EVT-0116,2026-07-15 18:00:00,App log,Portal,Low,Disco,1,0,25,215,Cloud,0,1
,EVT-0117,2026-07-24 18:00:00,SNMP,Rede Filiais,Low,Backup,0,1,55,389,Network,1,0
,EVT-0118,2026-06-18 14:00:00,SNMP,Banco,Medium,Latência,0,0,60,175,App,0,0
,EVT-0119,2026-07-01 19:00:00,Zabbix-legado,Integração,Medium,Latência,0,0,66,240,NOC,0,0
,EVT-0120,2026-06-26 13:00:00,App log,Banco,Low,Memória,0,1,45,291,Infra,1,0
,EVT-0121,2026-06-01 11:00:00,Hypervisor,ERP,Low,Disco,0,1,64,240,Network,0,0
,EVT-0122,2026-07-28 11:00:00,Storage,Rede Filiais,Low,Disponibilidade,0,1,55,139,Network,0,0
,EVT-0123,2026-07-09 06:00:00,Zabbix-legado,ERP,Low,Erro app,0,1,41,229,Cloud,0,0
,EVT-0124,2026-07-08 07:00:00,SNMP,WMS,Critical,CPU,1,0,51,25,App,0,0
,EVT-0125,2026-06-12 19:00:00,CloudWatch,WMS,Medium,Disco,0,0,96,252,NOC,1,0
,EVT-0126,2026-07-11 03:00:00,Hypervisor,File,Critical,Backup,0,0,102,304,NOC,1,0
,EVT-0127,2026-06-03 11:00:00,CloudWatch,File,Critical,Latência,1,0,33,186,App,0,1
,EVT-0128,2026-06-23 10:00:00,Hypervisor,Banco,Medium,Disco,0,1,49,224,Infra,0,0
,EVT-0129,2026-07-10 08:00:00,Storage,Rede Filiais,Low,Disponibilidade,0,1,32,378,Network,0,0
,EVT-0130,2026-07-19 09:00:00,Zabbix-legado,Integração,Medium,Erro app,1,1,42,221,Cloud,0,0
,EVT-0131,2026-07-02 18:00:00,CloudWatch,ERP,Low,Memória,0,0,87,49,NOC,0,0
,EVT-0132,2026-07-14 17:00:00,Hypervisor,Integração,High,CPU,1,1,55,219,Infra,1,1
,EVT-0133,2026-07-11 13:00:00,Zabbix-legado,Banco,High,Disco,0,1,61,246,App,0,0
,EVT-0134,2026-07-01 13:00:00,App log,ERP,Low,Erro app,0,0,51,178,App,1,0
,EVT-0135,2026-07-20 05:00:00,Hypervisor,Rede Filiais,Low,Erro app,0,0,50,392,Infra,0,0
,EVT-0136,2026-07-06 10:00:00,Hypervisor,VPN,Low,Disco,1,0,38,137,Network,0,0
,EVT-0137,2026-07-06 04:00:00,SNMP,Portal,High,Memória,0,0,35,131,App,0,0
,EVT-0138,2026-07-24 05:00:00,Storage,WMS,Medium,Link,0,0,34,172,NOC,0,0
,EVT-0139,2026-06-04 02:00:00,Zabbix-legado,File,Critical,Latência,1,1,74,373,Cloud,0,1
,EVT-0140,2026-07-05 20:00:00,SNMP,ERP,Medium,Latência,0,1,54,584,NOC,0,0
,EVT-0141,2026-07-03 20:00:00,SNMP,File,Low,Erro app,0,0,49,319,Infra,0,0
,EVT-0142,2026-07-20 04:00:00,Hypervisor,Portal,Critical,Disponibilidade,0,1,75,10,Network,0,0
,EVT-0143,2026-07-18 02:00:00,App log,Integração,Low,Disco,0,0,69,392,App,0,0
,EVT-0144,2026-07-18 13:00:00,Hypervisor,ERP,Medium,Memória,0,1,84,260,App,1,0
,EVT-0145,2026-06-26 19:00:00,Zabbix-legado,Portal,Medium,CPU,0,0,43,228,App,0,0
,EVT-0146,2026-07-02 11:00:00,SNMP,File,Low,CPU,0,0,47,120,Network,1,0
,EVT-0147,2026-07-30 08:00:00,App log,ERP,Low,Latência,0,1,28,270,NOC,1,0
,EVT-0148,2026-07-21 21:00:00,SNMP,WMS,Low,CPU,1,0,39,288,Cloud,0,1
,EVT-0149,2026-07-06 19:00:00,Storage,ERP,Medium,Disco,0,0,63,229,Infra,0,0
,EVT-0150,2026-06-30 17:00:00,CloudWatch,WMS,Medium,Backup,0,0,16,383,NOC,0,0
,EVT-0151,2026-07-15 04:00:00,App log,File,Low,Latência,0,1,59,502,App,0,0
,EVT-0152,2026-07-12 04:00:00,CloudWatch,ERP,Medium,Latência,1,1,78,137,Infra,0,1
,EVT-0153,2026-07-24 12:00:00,Storage,Integração,Low,Link,0,0,57,364,Infra,0,0
,EVT-0154,2026-07-16 09:00:00,Zabbix-legado,Integração,Low,Disco,0,0,49,471,NOC,1,0
,EVT-0155,2026-06-09 19:00:00,CloudWatch,Banco,Low,Disponibilidade,0,1,68,155,Network,1,0
,EVT-0156,2026-06-22 04:00:00,SNMP,File,Medium,Memória,0,0,58,301,Infra,0,0
,EVT-0157,2026-06-09 00:00:00,App log,Banco,Medium,Link,0,0,35,296,Infra,0,0
,EVT-0158,2026-07-02 17:00:00,App log,Integração,Critical,Disco,1,0,41,132,Network,0,0
,EVT-0159,2026-06-29 21:00:00,Zabbix-legado,Portal,Low,Latência,0,1,37,330,App,0,0
,EVT-0160,2026-07-11 07:00:00,App log,Banco,Medium,Disponibilidade,0,1,21,174,Cloud,0,0
,EVT-0161,2026-07-13 18:00:00,Zabbix-legado,WMS,Medium,Link,0,0,46,216,Network,0,0
,EVT-0162,2026-07-11 18:00:00,Hypervisor,Rede Filiais,Critical,Disponibilidade,1,0,36,145,Infra,0,1
,EVT-0163,2026-07-06 14:00:00,App log,Banco,High,Memória,1,1,45,62,Cloud,1,0
,EVT-0164,2026-06-14 18:00:00,CloudWatch,File,Low,Latência,1,0,36,155,NOC,0,0
,EVT-0165,2026-07-21 11:00:00,Storage,Integração,Medium,Disco,0,0,21,200,App,0,0
,EVT-0166,2026-06-02 08:00:00,App log,Rede Filiais,Low,Erro app,1,1,32,94,Cloud,0,0
,EVT-0167,2026-06-10 08:00:00,App log,File,High,Memória,0,0,59,246,Network,0,0
,EVT-0168,2026-07-10 13:00:00,Storage,Banco,Critical,Link,0,0,23,205,Network,0,0
,EVT-0169,2026-07-19 11:00:00,Zabbix-legado,Banco,Critical,Erro app,0,0,17,81,App,0,0
,EVT-0170,2026-07-16 00:00:00,Storage,Integração,High,Backup,1,1,50,217,Network,0,1
,EVT-0171,2026-07-25 01:00:00,Hypervisor,Portal,Low,Disco,0,0,70,272,App,1,0
,EVT-0172,2026-06-30 23:00:00,App log,WMS,High,Link,0,1,70,407,Network,0,0
,EVT-0173,2026-06-02 00:00:00,App log,File,Medium,Latência,0,0,97,276,Network,0,0
,EVT-0174,2026-06-15 22:00:00,CloudWatch,VPN,Medium,Link,1,0,33,250,Cloud,1,0
,EVT-0175,2026-06-01 21:00:00,App log,ERP,Low,Latência,0,0,41,88,Network,0,0
,EVT-0176,2026-06-01 20:00:00,SNMP,File,Medium,Memória,1,0,33,217,App,0,0
,EVT-0177,2026-06-21 20:00:00,Hypervisor,WMS,Medium,Backup,0,0,74,401,NOC,1,0
,EVT-0178,2026-07-08 01:00:00,Storage,WMS,Medium,Disponibilidade,0,1,81,280,App,0,0
,EVT-0179,2026-06-07 23:00:00,Hypervisor,VPN,High,Memória,0,0,47,167,Cloud,0,0
,EVT-0180,2026-06-15 01:00:00,SNMP,VPN,Medium,Backup,0,0,35,139,App,1,0
,EVT-0181,2026-06-27 07:00:00,App log,Integração,High,Disponibilidade,1,0,55,155,Cloud,1,1
,EVT-0182,2026-06-26 21:00:00,CloudWatch,Integração,Low,CPU,0,0,14,241,NOC,0,0
,EVT-0183,2026-07-18 21:00:00,SNMP,File,Medium,CPU,0,1,22,180,Infra,0,0
,EVT-0184,2026-06-11 14:00:00,Hypervisor,ERP,Low,Memória,0,0,41,73,App,1,0
,EVT-0185,2026-06-20 14:00:00,Zabbix-legado,Integração,Medium,Link,0,1,31,154,Network,0,0
,EVT-0186,2026-06-11 08:00:00,CloudWatch,Rede Filiais,High,Disco,0,0,52,374,App,1,0
,EVT-0187,2026-07-05 15:00:00,Zabbix-legado,VPN,Low,Latência,0,1,89,152,Network,0,0
,EVT-0188,2026-06-22 03:00:00,Hypervisor,Banco,Low,Memória,0,1,1,198,Infra,0,0
,EVT-0189,2026-07-20 02:00:00,Hypervisor,Rede Filiais,Low,Disponibilidade,0,1,26,185,Infra,0,0
,EVT-0190,2026-07-05 12:00:00,SNMP,VPN,Medium,Erro app,0,1,59,420,Infra,0,0
,EVT-0191,2026-07-11 05:00:00,App log,VPN,Low,Disponibilidade,0,1,44,219,Infra,0,0
,EVT-0192,2026-07-04 09:00:00,Storage,VPN,Low,Disponibilidade,1,1,25,95,Cloud,0,1
,EVT-0193,2026-06-12 08:00:00,Hypervisor,VPN,Low,Latência,0,0,53,283,Network,0,0
,EVT-0194,2026-06-17 16:00:00,App log,VPN,High,Disponibilidade,0,0,50,10,NOC,0,0
,EVT-0195,2026-07-30 12:00:00,CloudWatch,ERP,Critical,Memória,0,0,32,10,Network,0,0
,EVT-0196,2026-06-18 10:00:00,CloudWatch,Integração,Low,Erro app,0,1,74,311,NOC,0,0
,EVT-0197,2026-06-27 00:00:00,App log,File,Low,Erro app,0,0,23,160,Infra,1,0
,EVT-0198,2026-06-11 23:00:00,App log,Portal,Low,CPU,0,0,81,129,App,0,0
,EVT-0199,2026-07-09 13:00:00,SNMP,ERP,High,Latência,0,0,57,253,Cloud,0,0
,EVT-0200,2026-06-14 16:00:00,App log,WMS,Low,Erro app,0,0,36,10,Infra,1,0
,EVT-0201,2026-06-28 03:00:00,Zabbix-legado,Portal,Medium,CPU,0,0,37,267,Cloud,1,0
,EVT-0202,2026-07-21 03:00:00,App log,Banco,Low,Memória,0,0,93,204,Network,0,0
,EVT-0203,2026-07-14 23:00:00,Hypervisor,File,Low,Link,0,0,21,66,Infra,0,0
,EVT-0204,2026-07-28 23:00:00,SNMP,Banco,Low,Erro app,0,0,22,174,Cloud,0,0
,EVT-0205,2026-06-06 20:00:00,CloudWatch,Banco,Low,Link,0,0,44,254,Network,0,0
,EVT-0206,2026-07-16 21:00:00,Zabbix-legado,Portal,Medium,CPU,0,0,32,10,Network,0,0
,EVT-0207,2026-06-23 23:00:00,Zabbix-legado,File,Medium,Link,1,1,68,160,App,1,0
,EVT-0208,2026-06-29 08:00:00,Hypervisor,Rede Filiais,Medium,CPU,0,0,51,235,App,0,0
,EVT-0209,2026-07-04 19:00:00,Zabbix-legado,Portal,Low,Disponibilidade,1,0,64,288,Network,0,0
,EVT-0210,2026-07-05 20:00:00,App log,File,Medium,Erro app,0,1,72,488,NOC,0,0
,EVT-0211,2026-06-28 13:00:00,SNMP,File,Medium,Memória,0,1,64,124,Network,0,0
,EVT-0212,2026-07-13 14:00:00,Storage,Banco,Medium,Latência,0,1,34,174,Network,0,0
,EVT-0213,2026-07-24 22:00:00,Hypervisor,File,Medium,Latência,1,1,41,230,Network,1,1
,EVT-0214,2026-06-21 05:00:00,CloudWatch,File,High,Disco,0,0,34,501,Infra,0,0
,EVT-0215,2026-07-27 06:00:00,Storage,ERP,Low,Link,0,1,47,369,Network,1,0
,EVT-0216,2026-06-28 16:00:00,CloudWatch,WMS,Medium,Erro app,0,0,61,397,App,0,0
,EVT-0217,2026-07-10 00:00:00,SNMP,VPN,Low,Memória,0,0,57,196,Infra,0,0
,EVT-0218,2026-06-02 21:00:00,Storage,Rede Filiais,Medium,Link,0,1,88,167,Network,0,0
,EVT-0219,2026-07-05 04:00:00,Storage,Banco,Medium,Erro app,1,1,21,236,App,0,1
,EVT-0220,2026-06-17 14:00:00,Storage,Banco,Low,Backup,0,1,73,236,Infra,0,0
,EVT-0221,2026-06-07 04:00:00,Zabbix-legado,File,Low,Disponibilidade,0,1,46,207,NOC,0,0
,EVT-0222,2026-06-05 05:00:00,Storage,Portal,Medium,Latência,1,0,50,156,Network,1,1
,EVT-0223,2026-07-13 00:00:00,Hypervisor,ERP,Low,Erro app,0,0,35,354,Network,0,0
,EVT-0224,2026-06-11 07:00:00,Storage,Rede Filiais,Low,Latência,1,0,1,146,NOC,0,0
,EVT-0225,2026-07-19 00:00:00,Zabbix-legado,Integração,Medium,Link,1,0,38,169,Infra,0,1
,EVT-0226,2026-06-07 09:00:00,Storage,Integração,Low,Latência,0,1,83,216,NOC,0,0
,EVT-0227,2026-06-24 14:00:00,Zabbix-legado,VPN,High,Disponibilidade,0,0,26,59,Infra,0,0
,EVT-0228,2026-07-16 17:00:00,App log,Banco,Low,Latência,0,0,45,117,Infra,0,0
,EVT-0229,2026-07-12 05:00:00,CloudWatch,Integração,Low,Backup,1,1,22,211,Network,1,1
,EVT-0230,2026-07-11 11:00:00,Zabbix-legado,Banco,High,Latência,1,0,30,312,Network,0,0
,EVT-0231,2026-06-19 19:00:00,Storage,File,Low,Erro app,0,0,67,427,Infra,0,0
,EVT-0232,2026-07-05 20:00:00,App log,WMS,Medium,Disponibilidade,0,0,61,44,Cloud,0,0
,EVT-0233,2026-07-18 15:00:00,CloudWatch,Rede Filiais,Low,Backup,0,1,51,148,Network,1,0
,EVT-0234,2026-07-25 07:00:00,Hypervisor,Banco,Medium,CPU,0,0,69,403,Network,0,0
,EVT-0235,2026-07-19 14:00:00,CloudWatch,Banco,Low,CPU,0,0,53,159,App,0,0
,EVT-0236,2026-06-12 11:00:00,Storage,WMS,Medium,Memória,0,0,35,262,Infra,1,0
,EVT-0237,2026-07-28 17:00:00,SNMP,Portal,Critical,Memória,1,1,28,49,Network,0,1
,EVT-0238,2026-07-19 09:00:00,Zabbix-legado,Portal,Low,Link,1,0,48,185,Cloud,0,1
,EVT-0239,2026-07-04 03:00:00,Storage,VPN,Medium,Disco,0,0,68,399,Infra,0,0
,EVT-0240,2026-06-03 22:00:00,App log,Integração,Low,CPU,0,0,53,143,Network,0,0
,EVT-0241,2026-06-17 14:00:00,SNMP,Portal,High,Disco,1,1,57,143,App,0,0
,EVT-0242,2026-06-30 12:00:00,Hypervisor,Portal,Low,Backup,0,0,48,528,Cloud,0,0
,EVT-0243,2026-07-04 13:00:00,Storage,Rede Filiais,Critical,Memória,0,0,61,266,Network,0,0
,EVT-0244,2026-06-10 08:00:00,CloudWatch,Portal,Critical,Backup,1,0,42,215,App,1,1
,EVT-0245,2026-06-04 05:00:00,App log,Rede Filiais,Critical,Disponibilidade,0,0,56,369,Network,0,0
,EVT-0246,2026-07-08 15:00:00,Hypervisor,WMS,Medium,Erro app,1,0,43,278,Cloud,1,1
,EVT-0247,2026-06-08 00:00:00,CloudWatch,File,Low,CPU,0,0,114,360,Network,0,0
,EVT-0248,2026-06-30 07:00:00,SNMP,Portal,Medium,Memória,1,0,36,386,Network,1,1
,EVT-0249,2026-07-03 23:00:00,CloudWatch,VPN,Medium,Erro app,0,1,25,399,App,0,0
,EVT-0250,2026-07-02 05:00:00,App log,File,Low,Link,0,0,58,240,App,0,0
,EVT-0251,2026-06-21 06:00:00,Storage,File,Low,Erro app,0,0,28,268,Infra,0,0
,EVT-0252,2026-07-01 12:00:00,Storage,VPN,Medium,Memória,0,1,71,214,NOC,1,0
,EVT-0253,2026-07-23 16:00:00,Storage,Portal,Low,Disponibilidade,0,0,36,126,App,0,0
,EVT-0254,2026-07-08 15:00:00,Zabbix-legado,ERP,Medium,Backup,0,0,80,295,Network,1,0
,EVT-0255,2026-07-27 17:00:00,App log,Integração,Low,Link,1,0,51,271,Infra,0,1
